State,Program,College/University,Years Post Grad,Cohort,Average Earnings
CO,HISTORY,FORT LEWIS COLLEGE,5,2004,"$36,006.33 "
CO,"CLASSICS AND CLASSICAL LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,5,2007,"$36,003.33 "
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$35,979.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$35,973.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,10,2001,"$35,970.00 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,"$35,968.67 "
TX,HISTORY,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$35,960.00 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO DENVER,5,2004,"$35,954.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF NORTHERN COLORADO,1,2010,"$35,953.67 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,"$35,949.00 "
CO,BUSINESS/MANAGERIAL ECONOMICS,COLORADO STATE UNIVERSITY-PUEBLO,1,2004,"$35,946.00 "
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$35,940.00 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$35,936.33 "
CO,MARKETING,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$35,926.00 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-EL PASO,1,2004,"$35,922.00 "
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,2007,"$35,919.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,5,2004,"$35,918.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$35,918.00 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$35,915.33 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2013,"$35,914.67 "
CO,MARKETING,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$35,911.00 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,902.00 "
TX,MUSIC,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$35,897.33 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$35,890.67 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$35,881.33 "
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY-PUEBLO,5,2007,"$35,876.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$35,862.33 "
CO,"PSYCHOLOGY, GENERAL",FORT LEWIS COLLEGE,5,2004,"$35,845.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,5,2001,"$35,833.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$35,831.33 "
CO,"VISUAL AND PERFORMING ARTS, GENERAL",COLORADO MESA UNIVERSITY,5,2001,"$35,829.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$35,828.67 "
CO,"BIOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,5,1998,"$35,819.67 "
TX,JOURNALISM,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$35,815.67 "
CO,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$35,811.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF NORTHERN COLORADO,1,2013,"$35,793.00 "
TX,"FOODS, NUTRITION, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$35,791.00 "
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$35,780.33 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$35,779.33 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2001,"$35,774.00 "
TX,ZOOLOGY/ANIMAL BIOLOGY,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$35,772.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,771.00 "
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$35,766.33 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,FORT LEWIS COLLEGE,5,2007,"$35,760.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,751.67 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$35,750.00 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2004,"$35,741.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$35,738.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2001,"$35,734.33 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$35,731.33 "
CO,"PSYCHOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$35,730.00 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,5,2007,"$35,717.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$35,712.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY,1,2013,"$35,711.00 "
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$35,699.67 "
TX,NEUROBIOLOGY AND NEUROSCIENCES,UNIVERSITY OF TEXAS AT DALLAS,1,2004,"$35,668.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$35,648.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$35,637.00 "
CO,"BUSINESS/COMMERCE, GENERAL",ADAMS STATE COLLEGE,1,2004,"$35,634.67 "
TX,JOURNALISM,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$35,626.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,619.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,"$35,617.33 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$35,617.00 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$35,614.67 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$35,614.33 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY,5,2007,"$35,602.00 "
CO,ANTHROPOLOGY,UNIVERSITY OF COLORADO-BOULDER,5,2007,"$35,592.00 "
CO,MATHEMATICS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$35,580.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2013,"$35,572.33 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$35,572.00 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$35,570.67 "
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,5,2001,"$35,553.33 "
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,5,2007,"$35,551.00 "
CO,HISTORY,FORT LEWIS COLLEGE,5,2001,"$35,534.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2010,"$35,533.00 "
TX,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$35,532.00 "
TX,MARKETING,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$35,529.00 "
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$35,523.33 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,5,1998,"$35,517.00 "
TX,HISTORY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$35,515.67 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$35,514.33 "
CO,MUSIC,COLORADO STATE UNIVERSITY,5,2007,"$35,510.67 "
TX,CRIMINOLOGY,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2010,"$35,504.67 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS AT TYLER,1,2013,"$35,502.67 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF COLORADO-BOULDER,5,2004,"$35,500.67 "
CO,COMMUNICATION AND MEDIA STUDIES,WESTERN STATE COLORADO UNIVERSITY,5,2004,"$35,496.33 "
CO,"SOCIAL SCIENCES, OTHER",ADAMS STATE COLLEGE,5,1998,"$35,488.67 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$35,487.00 "
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,COLORADO MESA UNIVERSITY,1,2010,"$35,485.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$35,475.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,5,2001,"$35,475.33 "
TX,HISTORY,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$35,475.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIV OF COLORADO AT COLO SPRINGS,1,2013,"$35,448.00 "
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,5,1998,"$35,440.00 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$35,424.33 "
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,5,2004,"$35,412.33 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$35,409.33 "
CO,MATHEMATICS,COLORADO STATE UNIVERSITY,1,2001,"$35,408.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,385.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$35,383.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$35,381.67 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$35,376.33 "
CO,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$35,368.67 "
CO,CHEMISTRY,UNIV OF COLORADO AT COLO SPRINGS,1,2007,"$35,344.00 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-EL PASO,1,2013,"$35,342.33 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$35,337.67 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,5,2007,"$35,333.33 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$35,326.33 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$35,318.33 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$35,312.33 "
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,1998,"$35,305.67 "
CO,HISTORY,UNIV OF COLORADO AT COLO SPRINGS,5,1998,"$35,303.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2004,"$35,303.00 "
CO,WILDLIFE AND WILDLANDS SCIENCE AND MANAGEMENT,COLORADO STATE UNIVERSITY,5,2007,"$35,300.33 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS AT TYLER,5,2007,"$35,291.67 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$35,284.67 "
CO,AGRICULTURAL AND DOMESTIC ANIMAL SERVICES,COLORADO STATE UNIVERSITY,5,2007,"$35,282.00 "
CO,ECONOMICS,UNIVERSITY OF NORTHERN COLORADO,1,2010,"$35,264.33 "
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,1,2013,"$35,250.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,"$35,247.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO DENVER,1,2004,"$35,245.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,1,2007,"$35,242.67 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$35,240.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$35,224.67 "
CO,SOCIOLOGY,UNIVERSITY OF NORTHERN COLORADO,1,1998,"$35,221.00 "
CO,MARKETING,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,"$35,205.67 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIV OF COLORADO AT COLO SPRINGS,1,2007,"$35,197.67 "
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,5,2004,"$35,183.67 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$35,163.00 "
TX,PUBLIC POLICY ANALYSIS,UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$35,162.67 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2010,"$35,143.33 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$35,140.67 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO DENVER,1,1998,"$35,139.00 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$35,139.00 "
CO,SOCIOLOGY,UNIV OF COLORADO AT COLO SPRINGS,5,2007,"$35,127.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT TYLER,1,2007,"$35,121.00 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$35,110.33 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$35,088.33 "
CO,MUSIC,COLORADO STATE UNIVERSITY,5,2004,"$35,082.00 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$35,080.33 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT TYLER,1,2004,"$35,059.33 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$35,032.00 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$35,027.33 "
TX,MARKETING,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$35,016.00 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$35,010.33 "
CO,DESIGN AND APPLIED ARTS,COLORADO STATE UNIVERSITY,1,2013,"$35,010.00 "
TX,CHEMISTRY,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$35,001.67 "
CO,"BIOLOGY, GENERAL",COLORADO MESA UNIVERSITY,5,2004,"$34,997.33 "
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,WESTERN STATE COLORADO UNIVERSITY,5,2007,"$34,996.67 "
TX,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$34,983.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$34,977.67 "
TX,PHILOSOPHY,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$34,973.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$34,973.00 "
TX,AREA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$34,972.33 "
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$34,968.33 "
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$34,965.67 "
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO DENVER,5,1998,"$34,965.33 "
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY,5,2007,"$34,948.67 "
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$34,946.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$34,946.33 "
CO,AIR TRANSPORTATION,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,"$34,935.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$34,929.67 "
TX,MENTAL AND SOCIAL HEALTH SERVICES AND ALLIED PROFESSIONS,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$34,861.67 "
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,5,1998,"$34,855.00 "
CO,SOCIOLOGY,FORT LEWIS COLLEGE,5,2004,"$34,837.00 "
CO,MATHEMATICS,UNIVERSITY OF NORTHERN COLORADO,1,2010,"$34,834.33 "
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,1,2001,"$34,823.00 "
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,5,1998,"$34,816.67 "
CO,POLITICAL SCIENCE AND GOVERNMENT,ADAMS STATE COLLEGE,1,2013,"$34,810.00 "
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,1998,"$34,798.33 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$34,789.67 "
CO,AIR TRANSPORTATION,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$34,781.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2007,"$34,778.00 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,1,2001,"$34,772.67 "
TX,JOURNALISM,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,"$34,759.00 "
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,1,2004,"$34,747.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2007,"$34,745.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$34,735.33 "
CO,HISTORY,COLORADO STATE UNIVERSITY,1,1998,"$34,729.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2010,"$34,722.33 "
TX,HISTORY,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$34,718.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$34,712.33 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$34,711.00 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$34,707.00 "
CO,HISTORY,UNIV OF COLORADO AT COLO SPRINGS,5,2007,"$34,706.33 "
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$34,706.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY-PUEBLO,1,1998,"$34,703.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$34,695.00 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$34,694.33 "
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,5,2007,"$34,675.00 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$34,664.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,1,2004,"$34,656.67 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$34,648.67 "
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$34,641.67 "
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,5,2004,"$34,640.67 "
CO,MATHEMATICS,UNIVERSITY OF NORTHERN COLORADO,1,2013,"$34,625.33 "
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,"$34,624.33 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,1,2013,"$34,610.67 "
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY-PUEBLO,1,2001,"$34,596.67 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$34,594.67 "
TX,INTERIOR ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$34,582.33 "
CO,CHEMISTRY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$34,581.67 "
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,1,1998,"$34,570.33 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$34,557.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2004,"$34,557.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",FORT LEWIS COLLEGE,5,2007,"$34,556.67 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$34,540.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$34,539.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$34,535.00 "
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,5,2004,"$34,533.67 "
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,5,2007,"$34,531.33 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO MESA UNIVERSITY,1,2013,"$34,503.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$34,494.67 "
TX,AREA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$34,485.00 "
TX,JOURNALISM,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$34,481.00 "
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,1,1998,"$34,480.67 "
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,2007,"$34,480.00 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,COLORADO STATE UNIVERSITY,1,2001,"$34,473.33 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$34,473.33 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$34,471.67 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$34,469.33 "
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$34,457.00 "
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,5,2004,"$34,452.33 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$34,424.33 "
CO,HISTORY,COLORADO MESA UNIVERSITY,5,2001,"$34,391.67 "
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,1,2004,"$34,383.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$34,380.67 "
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$34,368.00 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$34,343.67 "
