State,Program,College/University,Years Post Grad,Cohort,Average Earnings($)
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,29732
CO,INTERNATIONAL/GLOBAL STUDIES,UNIVERSITY OF COLORADO DENVER,1,2010,29718
CO,SOCIOLOGY,ADAMS STATE COLLEGE,1,2007,29699
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,29698
CO,LANDSCAPE ARCHITECTURE,COLORADO STATE UNIVERSITY,1,2010,29692
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,1,2013,29689
CO,NUTRITION SCIENCES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,29682
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2001,29682
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,1,2001,29681
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO-BOULDER,1,2004,29672
TX,NEUROBIOLOGY AND NEUROSCIENCES,UNIVERSITY OF TEXAS AT DALLAS,1,2013,29659
CO,"EAST ASIAN LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2010,29655
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,1,2010,29653
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,1,2001,29645
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,1,2007,29634
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,1,2001,29634
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,1,2004,29624
CO,"PARKS, RECREATION AND LEISURE STUDIES",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,29621
CO,"BIOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,29613
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY-PUEBLO,1,2001,29575
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2007,29552
CO,ANTHROPOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,1998,29551
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF NORTHERN COLORADO,1,2007,29545
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2013,29520
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,29516
CO,INTERNATIONAL/GLOBAL STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2004,29496
CO,"BUSINESS/COMMERCE, GENERAL",FORT LEWIS COLLEGE,1,2007,29486
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,1,2010,29480
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,1,2004,29478
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2004,29448
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,1,2013,29443
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2010,29443
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,1,2001,29439
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,29436
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,1,2004,29435
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,1,2010,29399
CO,BEHAVIORAL SCIENCES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,29396
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2001,29393
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,1,2007,29391
CO,JOURNALISM,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,29379
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,1,2004,29360
CO,INTERNATIONAL/GLOBAL STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2007,29358
CO,DESIGN AND APPLIED ARTS,COLORADO STATE UNIVERSITY,1,2010,29331
TX,CHEMISTRY,UNIVERSITY OF TEXAS-EL PASO,1,2007,29330
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,29311
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO DENVER,1,2007,29311
TX,HISTORY,UNIVERSITY OF TEXAS AT TYLER,1,2010,29311
CO,COMMUNICATION AND MEDIA STUDIES,WESTERN STATE COLORADO UNIVERSITY,1,2001,29300
CO,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,COLORADO STATE UNIVERSITY,1,1998,29281
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,1,2004,29255
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2004,29254
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,1,2007,29250
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,2004,29235
CO,SOCIOLOGY,COLORADO MESA UNIVERSITY,1,2004,29228
CO,INTERNATIONAL RELATIONS AND NATIONAL SECURITY STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2001,29224
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,1,2007,29224
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,2004,29218
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO DENVER,1,2013,29218
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,1,2004,29214
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,1,2007,29211
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2010,29205
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO MESA UNIVERSITY,1,2001,29191
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,1,2007,29179
CO,FINE AND STUDIO ARTS,UNIV OF COLORADO AT COLO SPRINGS,1,2001,29169
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,ADAMS STATE COLLEGE,1,2007,29157
CO,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,COLORADO STATE UNIVERSITY,1,2013,29135
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2001,29134
CO,ANTHROPOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,29116
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,29104
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2010,29101
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,29087
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2010,29083
CO,PUBLIC HEALTH,UNIVERSITY OF NORTHERN COLORADO,1,2001,29073
CO,JOURNALISM,COLORADO STATE UNIVERSITY,1,2004,29068
CO,JOURNALISM,UNIVERSITY OF COLORADO-BOULDER,1,2001,29059
CO,CHEMISTRY,UNIVERSITY OF NORTHERN COLORADO,1,2004,29054
CO,FINE AND STUDIO ARTS,FORT LEWIS COLLEGE,5,2007,29047
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-AUSTIN,1,2010,29041
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2013,29040
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,2013,29024
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,1,2004,28986
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-EL PASO,1,2013,28980
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF COLORADO DENVER,1,2010,28979
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO MESA UNIVERSITY,1,2004,28976
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2010,28970
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2013,28970
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY,1,2010,28957
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO DENVER,1,2007,28953
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,1,2013,28941
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,2010,28899
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,1,2013,28890
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,28867
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,1,2007,28867
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS AT DALLAS,1,2010,28864
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,2007,28861
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,1,2007,28840
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,1,2004,28824
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,1,2010,28807
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,1,2007,28796
CO,"TEACHER EDUCATION AND PROFESSIONAL DEVELOPMENT, SPECIFIC SUBJECT AREAS",UNIVERSITY OF COLORADO-BOULDER,1,2010,28793
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,28792
CO,"BIOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,28791
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,2001,28784
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,1,2004,28781
CO,MUSIC,COLORADO STATE UNIVERSITY,1,2004,28768
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,1,2010,28765
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,28762
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2004,28762
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF COLORADO DENVER,1,2007,28760
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS AT TYLER,1,2010,28755
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY,1,2013,28745
CO,CHEMISTRY,UNIVERSITY OF COLORADO-BOULDER,1,2010,28739
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,1,2013,28733
CO,SOCIOLOGY,UNIV OF COLORADO AT COLO SPRINGS,1,2001,28723
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,1,2004,28722
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,28721
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,2001,28716
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF COLORADO DENVER,1,2007,28713
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,28698
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,28657
CO,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,COLORADO STATE UNIVERSITY,1,2007,28656
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,1,2001,28651
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO-BOULDER,1,2010,28641
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2007,28633
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,28629
CO,"BIOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,1998,28618
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO DENVER,1,2001,28613
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,2010,28597
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2001,28586
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2010,28567
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,1,2007,28561
CO,PLANT SCIENCES,COLORADO STATE UNIVERSITY,1,2013,28545
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,1,2010,28532
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,1,2007,28525
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,1998,28524
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIV OF COLORADO AT COLO SPRINGS,1,2013,28515
CO,"PSYCHOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2013,28489
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,1,2004,28489
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,28487
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF NORTHERN COLORADO,1,2007,28485
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,28474
CO,PHILOSOPHY,UNIVERSITY OF COLORADO-BOULDER,1,2013,28471
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,1,2010,28470
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,1,2001,28470
CO,JOURNALISM,COLORADO STATE UNIVERSITY,1,2010,28465
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2004,28439
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,1,2013,28438
CO,MUSIC,UNIVERSITY OF COLORADO DENVER,1,2001,28423
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2013,28415
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,1,2013,28412
CO,"BIOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2010,28411
CO,SPECIAL EDUCATION AND TEACHING,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,28407
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2010,28372
CO,INTERNATIONAL/GLOBAL STUDIES,UNIVERSITY OF COLORADO DENVER,1,2013,28366
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,28349
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF NORTHERN COLORADO,1,2004,28343
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2001,28341
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,1,2010,28336
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,1,1998,28326
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,1,2010,28326
CO,"TEACHER EDUCATION AND PROFESSIONAL DEVELOPMENT, SPECIFIC SUBJECT AREAS",UNIVERSITY OF NORTHERN COLORADO,1,2001,28324
CO,ECONOMICS,UNIVERSITY OF COLORADO DENVER,1,2004,28321
CO,SPECIAL EDUCATION AND TEACHING,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,28305
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,1,2010,28297
CO,JOURNALISM,COLORADO STATE UNIVERSITY,1,2001,28295
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,1998,28288
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,1,2007,28263
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,1,2013,28250
CO,SOCIOLOGY,ADAMS STATE COLLEGE,1,2010,28248
CO,HISTORY,UNIVERSITY OF COLORADO DENVER,1,2001,28235
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2013,28215
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY-PUEBLO,1,2007,28208
CO,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2007,28207
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,28207
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF NORTHERN COLORADO,1,2004,28205
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,1998,28198
CO,SOCIOLOGY,ADAMS STATE COLLEGE,1,2004,28196
CO,CELL/CELLULAR BIOLOGY AND ANATOMICAL SCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2007,28196
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2001,28176
CO,MUSIC,UNIVERSITY OF NORTHERN COLORADO,1,2001,28173
CO,JOURNALISM,UNIVERSITY OF COLORADO-BOULDER,1,2007,28164
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,1,2010,28162
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2007,28152
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2010,28151
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,1,2010,28150
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2004,28149
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,1,2004,28144
CO,SOCIOLOGY,UNIV OF COLORADO AT COLO SPRINGS,1,2013,28132
CO,"PSYCHOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,28118
TX,JOURNALISM,UNIVERSITY OF TEXAS AT TYLER,1,2010,28115
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,COLORADO STATE UNIVERSITY,1,2001,28110
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,1,2001,28108
CO,SPECIAL EDUCATION AND TEACHING,UNIVERSITY OF NORTHERN COLORADO,1,2004,28101
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,28073
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF NORTHERN COLORADO,1,2004,28066
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2001,28020
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,1,2004,28019
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,1998,28012
CO,JOURNALISM,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,28010
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2007,28009
CO,SOCIOLOGY,UNIVERSITY OF NORTHERN COLORADO,1,2004,27997
CO,MARKETING,FORT LEWIS COLLEGE,1,2013,27994
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF COLORADO-BOULDER,1,2001,27984
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,1,2013,27967
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,1,1998,27966
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY-PUEBLO,1,2010,27941
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2013,27932
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,1,2007,27928
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,ADAMS STATE COLLEGE,1,2001,27905
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,27904
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO DENVER,1,2010,27876
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,WESTERN STATE COLORADO UNIVERSITY,1,2001,27870
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,1,2001,27863
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2007,27863
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,27855
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2007,27842
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,1,2007,27828
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,1,2001,27820
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,1,2013,27800
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,1,2010,27780
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF COLORADO-BOULDER,1,2007,27767
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2013,27764
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,27763
CO,PHILOSOPHY,UNIVERSITY OF COLORADO-BOULDER,1,2007,27754
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,1,2007,27753
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,1,2010,27750
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",FORT LEWIS COLLEGE,1,1998,27732
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,1,2001,27730
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2007,27721
CO,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIV OF COLORADO AT COLO SPRINGS,1,2010,27715
CO,PUBLIC HEALTH,UNIVERSITY OF COLORADO DENVER,1,2013,27709
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",FORT LEWIS COLLEGE,1,2001,27696
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2013,27691
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,1,2004,27690
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF COLORADO-BOULDER,1,2010,27685
TX,JOURNALISM,UNIVERSITY OF TEXAS AT TYLER,1,2004,27682
CO,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF NORTHERN COLORADO,1,2013,27677
CO,"PARKS, RECREATION AND LEISURE STUDIES",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,27677
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,1,2013,27667
CO,PHILOSOPHY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,27664
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO DENVER,1,2007,27661
CO,ANTHROPOLOGY,UNIVERSITY OF COLORADO DENVER,1,2010,27653
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2010,27639
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,1,2001,27639
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2007,27637
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2004,27615
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2001,27604
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS AT DALLAS,1,2007,27600
CO,ANTHROPOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,27592
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,27570
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,27569
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",FORT LEWIS COLLEGE,1,2001,27541
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2007,27529
CO,SOCIOLOGY,FORT LEWIS COLLEGE,1,2013,27524
CO,SOCIOLOGY,UNIV OF COLORADO AT COLO SPRINGS,1,1998,27522
CO,HISTORY,COLORADO MESA UNIVERSITY,1,2010,27490
CO,ECONOMICS,UNIVERSITY OF NORTHERN COLORADO,1,2007,27463
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO DENVER,1,2010,27456
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,1,2013,27454
CO,CELL/CELLULAR BIOLOGY AND ANATOMICAL SCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2004,27423
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,WESTERN STATE COLORADO UNIVERSITY,1,2007,27420
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2007,27393
CO,CELL/CELLULAR BIOLOGY AND ANATOMICAL SCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2010,27380
